name,email,location,mobile
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars,H34,Total income per employee count
"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars,H35,Surplus per employee count
"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H36,Current ratio
"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H37,Quick ratio
"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H39,Return on equity
"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H40,Return on total assets
"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H41,Liabilities structure
Mining,Dollars (millions),H01,Total income
Mining,Dollars (millions),H04,Sales of goods and services
Mining,Dollars (millions),H05,"Interest, dividends and donations"
Mining,Dollars (millions),H06,"Government funding, grants and subsidies"
Mining,Dollars (millions),H07,Non-operating income
Mining,Dollars (millions),H08,Total expenditure
Mining,Dollars (millions),H09,Interest and donations
Mining,Dollars (millions),H10,Indirect taxes
Mining,Dollars (millions),H11,Depreciation
Mining,Dollars (millions),H12,Salaries and wages paid
Mining,Dollars (millions),H13,Redundancy and severance
Mining,Dollars (millions),H19,Purchases and other operating expenses
Mining,Dollars (millions),H20,Non-operating expenses
Mining,Dollars (millions),H21,Opening stocks
Mining,Dollars (millions),H22,Closing stocks
Mining,Dollars (millions),H23,Surplus before income tax
Mining,Dollars (millions),H24,Total assets
Mining,Dollars (millions),H25,Current assets
Mining,Dollars (millions),H26,Fixed tangible assets
Mining,Dollars (millions),H27,Additions to fixed assets
Mining,Dollars (millions),H28,Disposals of fixed assets
Mining,Dollars (millions),H29,Other assets
Mining,Dollars (millions),H30,Total equity and liabilities
Mining,Dollars (millions),H31,Shareholders funds or owners equity
Mining,Dollars (millions),H32,Current liabilities
Mining,Dollars (millions),H33,Other liabilities
Mining,Dollars,H34,Total income per employee count
Mining,Dollars,H35,Surplus per employee count
Mining,Percentage,H36,Current ratio
Mining,Percentage,H37,Quick ratio
Mining,Percentage,H39,Return on equity
Mining,Percentage,H40,Return on total assets
Mining,Percentage,H41,Liabilities structure
Manufacturing,Dollars (millions),H01,Total income
Manufacturing,Dollars (millions),H02,Sales of goods not further processed
Manufacturing,Dollars (millions),H03,Sales of other goods and services
Manufacturing,Dollars (millions),H05,"Interest, dividends and donations"
Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies"
Manufacturing,Dollars (millions),H07,Non-operating income
Manufacturing,Dollars (millions),H08,Total expenditure
Manufacturing,Dollars (millions),H09,Interest and donations
Manufacturing,Dollars (millions),H10,Indirect taxes
Manufacturing,Dollars (millions),H11,Depreciation
Manufacturing,Dollars (millions),H12,Salaries and wages paid
Manufacturing,Dollars (millions),H13,Redundancy and severance
Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale
Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses
Manufacturing,Dollars (millions),H20,Non-operating expenses
Manufacturing,Dollars (millions),H21,Opening stocks
Manufacturing,Dollars (millions),H22,Closing stocks
Manufacturing,Dollars (millions),H23,Surplus before income tax
Manufacturing,Dollars (millions),H24,Total assets
Manufacturing,Dollars (millions),H25,Current assets
Manufacturing,Dollars (millions),H26,Fixed tangible assets
Manufacturing,Dollars (millions),H27,Additions to fixed assets
Manufacturing,Dollars (millions),H28,Disposals of fixed assets
Manufacturing,Dollars (millions),H29,Other assets
Manufacturing,Dollars (millions),H30,Total equity and liabilities
Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity
Manufacturing,Dollars (millions),H32,Current liabilities
Manufacturing,Dollars (millions),H33,Other liabilities
Manufacturing,Dollars,H34,Total income per employee count
Manufacturing,Dollars,H35,Surplus per employee count
Manufacturing,Percentage,H36,Current ratio
Manufacturing,Percentage,H37,Quick ratio
Manufacturing,Percentage,H38,Margin on sales of goods for resale
Manufacturing,Percentage,H39,Return on equity
Manufacturing,Percentage,H40,Return on total assets
Manufacturing,Percentage,H41,Liabilities structure
Beverage and Tobacco Product Manufacturing,Dollars (millions),H01,Total income
Beverage and Tobacco Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed
Beverage and Tobacco Product Manufacturing,Dollars (millions),H03,Sales of other goods and services
Beverage and Tobacco Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations"
Beverage and Tobacco Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies"
Beverage and Tobacco Product Manufacturing,Dollars (millions),H07,Non-operating income
Beverage and Tobacco Product Manufacturing,Dollars (millions),H08,Total expenditure
Beverage and Tobacco Product Manufacturing,Dollars (millions),H09,Interest and donations
Beverage and Tobacco Product Manufacturing,Dollars (millions),H10,Indirect taxes
Beverage and Tobacco Product Manufacturing,Dollars (millions),H11,Depreciation
Beverage and Tobacco Product Manufacturing,Dollars (millions),H12,Salaries and wages paid
Beverage and Tobacco Product Manufacturing,Dollars (millions),H13,Redundancy and severance
Beverage and Tobacco Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale
Beverage and Tobacco Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses
Beverage and Tobacco Product Manufacturing,Dollars (millions),H20,Non-operating expenses
Beverage and Tobacco Product Manufacturing,Dollars (millions),H21,Opening stocks
Beverage and Tobacco Product Manufacturing,Dollars (millions),H22,Closing stocks
Beverage and Tobacco Product Manufacturing,Dollars (millions),H23,Surplus before income tax
Beverage and Tobacco Product Manufacturing,Dollars (millions),H24,Total assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H25,Current assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H26,Fixed tangible assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H27,Additions to fixed assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H29,Other assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H30,Total equity and liabilities
Beverage and Tobacco Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity
Beverage and Tobacco Product Manufacturing,Dollars (millions),H32,Current liabilities
Beverage and Tobacco Product Manufacturing,Dollars (millions),H33,Other liabilities
Beverage and Tobacco Product Manufacturing,Dollars,H34,Total income per employee count
Beverage and Tobacco Product Manufacturing,Dollars,H35,Surplus per employee count
Beverage and Tobacco Product Manufacturing,Percentage,H36,Current ratio
Beverage and Tobacco Product Manufacturing,Percentage,H37,Quick ratio
Beverage and Tobacco Product Manufacturing,Percentage,H38,Margin on sales of goods for resale
Beverage and Tobacco Product Manufacturing,Percentage,H39,Return on equity
Beverage and Tobacco Product Manufacturing,Percentage,H40,Return on total assets
Beverage and Tobacco Product Manufacturing,Percentage,H41,Liabilities structure
Beverage and Tobacco Product Manufacturing,Dollars (millions),H01,Total income
Beverage and Tobacco Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed
Beverage and Tobacco Product Manufacturing,Dollars (millions),H03,Sales of other goods and services
Beverage and Tobacco Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations"
Beverage and Tobacco Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies"
Beverage and Tobacco Product Manufacturing,Dollars (millions),H07,Non-operating income
Beverage and Tobacco Product Manufacturing,Dollars (millions),H08,Total expenditure
Beverage and Tobacco Product Manufacturing,Dollars (millions),H09,Interest and donations
Beverage and Tobacco Product Manufacturing,Dollars (millions),H10,Indirect taxes
Beverage and Tobacco Product Manufacturing,Dollars (millions),H11,Depreciation
Beverage and Tobacco Product Manufacturing,Dollars (millions),H12,Salaries and wages paid
Beverage and Tobacco Product Manufacturing,Dollars (millions),H13,Redundancy and severance
Beverage and Tobacco Product Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale
Beverage and Tobacco Product Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses
Beverage and Tobacco Product Manufacturing,Dollars (millions),H20,Non-operating expenses
Beverage and Tobacco Product Manufacturing,Dollars (millions),H21,Opening stocks
Beverage and Tobacco Product Manufacturing,Dollars (millions),H22,Closing stocks
Beverage and Tobacco Product Manufacturing,Dollars (millions),H23,Surplus before income tax
Beverage and Tobacco Product Manufacturing,Dollars (millions),H24,Total assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H25,Current assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H26,Fixed tangible assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H27,Additions to fixed assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H28,Disposals of fixed assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H29,Other assets
Beverage and Tobacco Product Manufacturing,Dollars (millions),H30,Total equity and liabilities
Beverage and Tobacco Product Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity
Beverage and Tobacco Product Manufacturing,Dollars (millions),H32,Current liabilities
Beverage and Tobacco Product Manufacturing,Dollars (millions),H33,Other liabilities
Beverage and Tobacco Product Manufacturing,Dollars,H34,Total income per employee count
Beverage and Tobacco Product Manufacturing,Dollars,H35,Surplus per employee count
Beverage and Tobacco Product Manufacturing,Percentage,H36,Current ratio
Beverage and Tobacco Product Manufacturing,Percentage,H37,Quick ratio
Beverage and Tobacco Product Manufacturing,Percentage,H38,Margin on sales of goods for resale
Beverage and Tobacco Product Manufacturing,Percentage,H39,Return on equity
Beverage and Tobacco Product Manufacturing,Percentage,H40,Return on total assets
Beverage and Tobacco Product Manufacturing,Percentage,H41,Liabilities structure
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H01,Total income
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H02,Sales of goods not further processed
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H03,Sales of other goods and services
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H05,"Interest, dividends and donations"
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H06,"Government funding, grants and subsidies"
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H07,Non-operating income
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H08,Total expenditure
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H09,Interest and donations
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H10,Indirect taxes
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H11,Depreciation
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H12,Salaries and wages paid
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H13,Redundancy and severance
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H17,Purchases of goods bought for resale
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H18,Other Purchases and operating expenses
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H20,Non-operating expenses
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H21,Opening stocks
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H22,Closing stocks
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H23,Surplus before income tax
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H24,Total assets
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H25,Current assets
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H26,Fixed tangible assets
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H27,Additions to fixed assets
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H28,Disposals of fixed assets
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H29,Other assets
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H30,Total equity and liabilities
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H31,Shareholders funds or owners equity
"Textile, Leather, Clothing and Footwear Manufacturing",Dollars (millions),H32,Current liabilities
